ID,parents,has_nurs,form,children,housing,finance,social,health,app_status
6007,1,4,2,4,3,2,1,1,0
6008,3,2,3,2,3,1,2,1,0
6009,2,2,2,3,2,1,3,3,0
6010,2,2,2,1,1,2,2,1,0
6011,2,3,4,4,2,2,2,1,0
6012,1,1,2,3,1,2,2,2,1
6013,1,2,3,1,3,2,2,1,0
6014,1,1,2,1,3,1,1,3,1
6015,1,4,2,1,1,1,1,2,1
6016,3,3,4,4,1,2,1,3,0
6017,2,3,2,4,2,1,2,3,1
6018,1,1,3,1,3,2,2,3,1
6019,1,2,2,2,3,1,2,3,1
6020,2,2,4,4,2,2,2,3,0
6021,2,2,2,1,3,1,3,2,0
6022,3,1,1,1,1,1,2,2,1
6023,3,4,1,4,2,1,2,3,0
6024,1,4,1,4,1,1,2,2,1
6025,1,2,4,2,2,1,3,3,0
6026,1,2,4,4,1,1,1,2,1
6027,1,4,3,2,3,2,3,2,1
6028,1,2,1,2,2,1,1,2,0
6029,3,1,3,2,1,2,1,2,1
6030,1,1,3,1,3,1,2,3,1
6031,1,2,3,3,3,2,1,2,0
6032,2,3,2,3,1,1,1,3,1
6033,2,3,1,3,2,1,3,1,0
6034,2,3,4,3,1,1,3,2,1
6035,1,4,1,2,1,2,1,3,1
6036,2,2,1,4,1,2,3,3,0
6037,2,2,4,2,2,2,3,2,0
6038,1,3,3,2,2,1,1,1,0
6039,2,1,4,4,2,1,3,1,0
6040,3,1,4,4,2,1,3,3,1
6041,3,2,4,2,3,1,3,3,0
6042,3,4,2,4,1,1,1,2,0
6043,3,4,4,3,1,2,2,1,0
6044,2,2,4,1,3,1,2,2,0
6045,3,1,3,2,3,2,3,2,1
6046,2,4,2,3,1,2,2,3,1
6047,2,1,4,2,1,2,3,2,1
6048,2,1,1,1,3,2,1,1,0
6049,1,2,1,2,3,2,1,2,1
6050,2,2,3,3,1,2,1,1,0
6051,2,2,1,2,2,2,2,1,0
6052,2,2,1,3,2,2,1,1,0
6053,2,1,3,1,2,1,1,2,1
6054,3,2,2,4,1,2,1,1,0
6055,1,1,4,3,1,1,1,3,1
6056,1,2,1,1,1,1,1,1,0
6057,2,1,2,4,2,2,3,1,0
6058,3,3,4,3,2,2,1,1,0
6059,2,2,4,3,3,1,3,3,0
6060,3,2,1,1,2,2,1,3,0
6061,2,1,4,3,3,2,2,2,1
6062,2,2,4,3,2,2,2,1,0
6063,2,3,2,1,2,2,2,2,1
6064,2,4,2,3,3,1,2,3,1
6065,3,1,1,3,1,2,3,1,0
6066,3,3,1,2,3,1,1,1,0
6067,3,4,1,3,3,2,2,1,0
6068,3,2,2,2,1,1,1,1,0
6069,1,2,3,3,3,1,3,1,0
6070,3,1,2,4,1,2,3,2,0
6071,3,2,3,2,2,1,3,2,0
6072,2,3,2,4,3,1,3,2,1
6073,3,2,2,4,3,1,1,1,0
6074,3,3,4,1,1,2,1,3,0
6075,2,4,2,1,1,2,3,2,1
6076,1,2,3,3,2,1,1,2,0
6077,3,2,1,1,3,1,1,1,0
6078,2,1,4,2,1,2,1,1,0
6079,2,1,2,4,2,1,3,1,0
6080,2,2,2,1,2,2,2,3,0
6081,1,1,2,3,2,2,2,3,1
6082,2,4,1,1,3,2,1,3,1
6083,2,2,1,4,2,1,2,1,0
6084,2,3,2,4,1,2,1,2,1
6085,2,2,4,2,2,2,3,1,0
6086,3,2,4,1,2,1,2,2,0
6087,1,2,4,1,1,1,3,3,1
6088,2,1,2,3,2,1,3,1,0
6089,3,2,2,3,1,2,2,2,0
6090,2,2,2,4,1,2,3,3,0
6091,3,3,2,2,3,1,1,1,0
6092,1,2,1,4,1,1,1,1,0
6093,3,3,2,3,1,1,3,2,1
6094,3,4,4,2,3,2,2,2,0
6095,3,4,1,4,1,1,3,3,1
6096,3,4,3,4,1,2,2,1,0
6097,2,1,2,2,3,2,3,1,0
6098,3,1,2,1,1,1,1,3,1
6099,1,2,1,3,2,1,2,1,0
6100,2,2,1,1,2,2,1,1,0
6101,3,4,3,1,1,1,1,1,0
6102,2,3,1,4,2,1,3,2,1
6103,1,3,2,4,3,2,2,2,1
6104,1,3,2,4,1,1,2,1,0
6105,2,2,2,4,2,2,2,1,0
6106,1,1,3,3,2,2,2,3,1
6107,1,4,3,4,1,1,3,1,0
6108,3,2,4,4,3,1,3,1,0
6109,1,3,1,3,3,2,3,1,0
6110,3,2,1,3,2,1,3,1,0
6111,1,2,3,3,1,2,3,2,0
6112,1,1,3,1,1,1,3,3,1
6113,3,1,1,3,2,1,3,2,0
6114,2,3,1,1,2,2,3,2,1
6115,3,4,3,1,3,1,1,1,0
6116,3,1,4,1,2,1,2,2,0
6117,2,4,2,3,3,2,3,3,1
6118,3,4,2,1,1,1,2,1,0
6119,1,2,4,3,3,1,2,2,0
6120,3,2,1,2,3,1,2,3,1
6121,2,1,2,2,3,2,1,1,0
6122,1,3,1,2,2,1,2,1,0
6123,3,2,2,2,1,2,3,2,0
6124,1,4,1,3,3,2,2,1,0
6125,1,2,4,2,3,2,3,3,0
6126,3,4,2,2,2,2,3,1,0
6127,3,3,2,3,2,1,3,3,1
6128,2,4,2,3,3,2,3,1,0
6129,1,2,2,3,3,2,2,2,0
6130,2,1,4,3,3,1,3,3,1
6131,3,2,2,2,2,1,3,1,0
6132,3,4,2,2,3,2,3,2,0
6133,1,2,3,3,3,1,2,1,0
6134,3,3,4,2,1,2,2,3,1
6135,2,1,1,4,2,1,1,3,1
6136,3,4,2,3,2,1,3,1,0
6137,2,2,4,1,3,2,3,3,0
6138,2,3,1,4,1,2,3,1,0
6139,1,2,4,1,3,2,1,1,0
6140,2,2,3,2,2,1,1,1,0
6141,3,1,4,4,2,2,2,3,1
6142,3,4,3,1,2,2,1,2,0
6143,2,2,4,4,1,2,3,3,0
6144,3,3,4,2,1,1,2,2,1
6145,3,2,3,2,2,2,2,3,0
6146,1,4,2,2,3,1,3,2,1
6147,3,1,3,3,2,2,3,3,1
6148,3,2,2,2,1,1,2,3,1
6149,2,3,1,1,3,2,2,2,1
6150,3,2,1,1,3,2,2,2,0
6151,3,2,3,1,1,2,3,2,0
6152,3,2,4,4,1,1,3,3,1
6153,1,4,3,1,2,2,3,1,0
6154,3,2,4,4,2,2,2,2,0
6155,3,4,2,4,1,1,2,2,0
6156,3,2,4,3,1,1,2,1,0
6157,1,2,3,3,3,2,3,2,0
6158,1,3,3,1,1,2,2,1,0
6159,3,2,2,4,3,1,2,1,0
6160,1,2,2,4,1,2,2,3,0
6161,1,1,4,3,2,1,2,2,1
6162,3,3,4,1,2,1,3,2,0
6163,1,1,2,4,3,2,1,3,1
6164,3,4,4,4,2,1,2,2,0
6165,3,2,4,3,2,1,2,2,0
6166,1,4,3,4,2,1,1,1,0
6167,3,2,4,3,2,1,2,3,0
6168,3,4,3,2,1,2,2,2,0
6169,3,2,3,1,3,2,3,1,0
6170,1,2,2,4,2,1,3,1,0
6171,3,4,1,1,1,2,1,2,0
6172,2,2,3,4,1,2,3,1,0
6173,2,2,1,3,3,1,3,1,0
6174,2,3,4,3,2,2,2,3,1
6175,3,3,4,4,1,1,2,3,1
6176,2,1,4,3,1,1,3,2,1
6177,3,4,2,3,2,2,1,2,0
6178,2,4,4,1,3,1,2,3,1
6179,1,2,4,4,1,1,2,1,0
6180,1,1,4,3,2,1,3,1,0
6181,1,4,2,2,1,1,1,3,1
6182,1,2,3,1,3,1,3,1,0
6183,3,1,4,2,1,1,3,2,1
6184,2,2,1,4,2,2,2,1,0
6185,3,2,2,3,3,2,2,2,0
6186,1,2,4,3,1,1,2,2,1
6187,1,1,4,3,3,1,2,2,1
6188,3,1,4,4,2,1,2,3,1
6189,2,2,2,3,3,1,3,2,0
6190,1,2,4,4,3,1,2,3,0
6191,2,2,1,1,3,2,3,3,1
6192,3,2,3,3,3,1,3,1,0
6193,3,1,4,2,1,2,2,1,0
6194,3,3,4,2,3,1,3,2,0
6195,3,4,3,1,3,2,2,2,0
6196,1,2,2,3,3,2,2,3,1
6197,2,3,4,2,2,1,2,2,1
6198,2,2,2,3,2,1,2,2,0
6199,2,4,3,2,2,1,3,1,0
6200,2,2,4,3,2,1,3,3,0
6201,1,2,1,2,2,1,1,2,0
6202,2,4,1,3,2,2,3,2,0
6203,3,2,3,1,3,2,3,2,0
6204,2,3,2,3,1,1,1,2,1
6205,1,1,1,2,2,1,2,3,1
6206,2,4,1,2,3,2,2,2,1
6207,3,1,1,4,1,1,3,1,0
6208,2,1,2,4,3,2,1,3,1
6209,2,4,3,1,1,2,3,2,1
6210,3,4,1,4,3,2,1,3,0
6211,3,4,3,3,1,2,1,3,0
6212,3,2,3,4,1,1,2,3,1
6213,3,2,1,3,1,2,3,3,0
6214,3,4,1,1,2,1,2,3,1
6215,1,4,4,2,1,2,2,1,0
6216,2,2,2,4,3,2,3,3,0
6217,2,2,4,1,2,1,2,1,0
6218,2,4,4,3,1,1,2,3,1
6219,1,3,4,2,2,1,1,1,0
6220,2,1,1,3,1,1,1,2,1
6221,2,4,2,2,2,2,1,1,0
6222,3,3,3,2,1,1,1,2,1
6223,3,2,2,4,3,1,1,1,0
6224,1,2,1,4,3,1,1,1,0
6225,3,1,3,2,2,2,2,2,0
6226,1,2,4,2,3,2,3,2,0
6227,1,2,1,3,3,1,3,1,0
6228,1,4,4,3,1,1,1,2,1
6229,1,3,1,1,3,1,2,3,1
6230,1,2,1,3,2,2,3,3,1
6231,1,2,1,2,3,1,3,3,1
6232,1,1,1,1,1,2,1,1,0
6233,3,3,1,2,3,1,1,2,1
6234,3,2,1,1,2,2,3,2,0
6235,3,4,4,1,1,1,1,1,0
6236,1,2,4,3,1,1,1,3,0
6237,2,4,4,2,1,2,2,2,0
6238,1,3,2,1,2,2,2,1,0
6239,2,2,2,4,2,1,2,1,0
6240,3,4,3,1,3,2,3,3,1
6241,1,3,4,3,1,2,3,2,1
6242,3,4,1,1,2,2,3,2,0
6243,2,1,2,2,3,2,3,2,1
6244,1,4,3,3,2,1,2,3,1
6245,2,3,4,1,2,1,3,1,0
6246,3,4,1,2,1,2,2,2,0
6247,3,2,4,3,1,2,2,2,0
6248,2,4,2,4,2,2,1,3,0
6249,2,3,2,4,2,1,3,2,1
6250,2,2,4,2,1,2,3,2,0
6251,1,3,1,3,2,2,2,2,1
6252,3,2,1,3,3,1,3,1,0
6253,1,2,3,2,2,1,3,2,0
6254,3,4,3,4,2,1,2,2,0
6255,1,3,1,1,1,2,1,1,0
6256,3,2,4,4,1,1,2,2,0
6257,3,3,2,4,2,2,2,2,0
6258,1,4,2,1,2,2,2,1,0
6259,1,4,3,3,3,1,1,3,1
6260,2,2,3,2,1,1,1,3,0
6261,1,2,4,2,2,2,2,2,0
6262,2,1,2,3,3,2,2,3,1
6263,3,3,4,1,1,2,2,3,1
6264,3,1,4,3,1,2,3,3,1
6265,1,4,1,1,1,2,3,3,1
6266,1,4,3,4,3,2,2,3,1
6267,3,2,1,3,2,2,1,3,0
6268,3,1,1,1,3,2,1,2,1
6269,2,4,1,3,3,1,3,3,1
6270,3,4,4,3,1,1,1,3,0
6271,1,4,1,4,3,1,2,3,1
6272,2,4,1,1,3,2,1,1,0
6273,3,1,2,3,3,1,3,2,0
6274,1,3,2,2,2,1,2,3,1
6275,1,2,3,2,1,2,2,1,0
6276,2,3,4,1,1,1,1,1,0
6277,1,3,1,4,1,1,3,2,1
6278,1,2,2,2,1,2,2,3,1
6279,2,2,4,4,1,1,1,3,0
6280,2,2,1,2,2,1,1,2,0
6281,2,1,2,3,3,2,1,3,1
6282,3,1,4,3,1,1,3,1,0
6283,1,2,1,4,3,1,2,2,0
6284,3,2,1,1,3,1,1,2,0
6285,3,3,3,2,2,2,1,1,0
6286,3,2,1,1,3,1,3,1,0
6287,1,2,2,3,3,2,1,2,0
6288,1,4,3,2,3,1,1,3,1
6289,3,2,3,3,1,2,3,3,0
6290,2,4,1,4,2,2,2,1,0
6291,1,2,1,4,3,1,3,2,0
6292,1,2,2,3,3,2,1,1,0
6293,2,1,3,1,1,1,1,3,1
6294,1,4,4,1,2,1,3,1,0
6295,2,2,1,2,2,1,3,1,0
6296,3,1,2,1,2,2,2,2,0
6297,2,4,2,1,2,1,1,2,0
6298,2,1,2,1,1,1,1,1,0
6299,1,3,3,2,2,2,1,3,1
6300,1,3,1,4,3,1,1,2,1
6301,3,3,1,3,3,1,1,2,0
6302,3,2,1,4,3,1,1,1,0
6303,2,2,4,4,1,1,2,3,1
6304,3,1,1,2,3,2,2,2,1
6305,2,4,4,2,2,2,2,3,1
6306,1,4,2,4,3,1,3,3,1
6307,1,2,1,2,3,1,1,1,0
6308,3,2,3,4,2,1,3,3,0
6309,3,4,1,3,1,2,1,2,0
6310,2,1,4,3,2,1,3,1,0
6311,2,4,4,1,1,2,3,2,0
6312,1,2,2,3,3,1,3,1,0
6313,3,3,3,3,2,2,3,3,1
6314,2,3,4,4,2,1,3,1,0
6315,3,2,2,1,1,1,2,3,1
6316,3,2,3,4,1,2,2,3,0
6317,2,1,4,3,1,1,2,2,1
6318,2,2,3,3,3,2,2,1,0
6319,1,2,4,2,2,1,2,1,0
6320,3,4,3,4,1,1,2,1,0
6321,3,1,2,1,3,1,2,3,1
6322,3,4,2,3,2,2,2,2,0
6323,2,2,1,1,2,1,1,3,0
6324,2,2,2,1,2,1,1,1,0
6325,3,2,3,1,1,1,2,2,0
6326,3,1,3,4,2,2,3,3,1
6327,1,2,1,2,3,1,1,2,0
6328,3,1,1,4,2,2,1,1,0
6329,2,2,1,2,1,1,2,1,0
6330,2,3,3,1,1,2,1,1,0
6331,2,1,2,1,2,2,3,3,1
6332,2,4,2,3,2,2,2,2,0
6333,3,4,1,1,3,1,1,3,0
6334,1,3,1,4,1,2,1,2,1
6335,1,1,1,2,2,2,2,3,1
6336,2,2,3,1,2,2,2,2,0
6337,3,3,4,2,3,2,3,3,1
6338,3,2,4,4,3,2,2,2,0
6339,1,1,2,2,2,2,2,3,1
6340,3,2,4,4,2,1,2,3,0
6341,1,2,3,2,2,1,1,3,0
6342,1,2,4,2,1,2,2,1,0
6343,3,3,2,1,1,2,2,3,1
6344,3,2,4,2,2,1,2,2,0
6345,1,2,4,2,3,1,2,1,0
6346,3,1,4,4,1,2,2,1,0
6347,3,2,4,1,3,2,1,3,0
6348,2,3,2,3,1,1,1,1,0
6349,2,2,1,4,2,1,2,3,0
6350,2,1,1,1,1,1,2,3,1
6351,3,1,4,4,2,2,3,3,1
6352,3,4,4,2,2,2,1,2,0
6353,3,3,2,3,2,1,2,1,0
6354,2,1,3,1,2,2,1,3,1
6355,3,2,2,1,3,1,2,3,1
6356,3,2,2,1,1,2,3,2,0
6357,2,2,1,4,3,2,2,2,0
6358,1,2,2,2,1,2,2,1,0
6359,2,3,4,2,3,1,1,3,1
6360,1,3,2,3,1,2,1,1,0
6361,1,2,2,4,3,2,1,3,0
6362,2,4,1,1,3,2,3,2,1
6363,3,2,2,4,1,2,1,3,0
6364,3,3,3,2,3,1,3,1,0
6365,1,4,4,4,2,2,2,1,0
6366,2,3,1,2,1,1,3,3,1
6367,1,2,1,1,2,2,2,3,1
6368,1,4,3,4,2,2,2,1,0
6369,1,3,2,3,3,1,2,2,1
6370,3,3,2,3,1,1,3,1,0
6371,2,3,1,1,1,2,3,2,1
6372,2,2,3,1,1,2,3,3,1
6373,3,3,4,4,3,1,2,1,0
6374,2,2,4,3,1,1,1,3,0
6375,2,2,4,1,1,1,1,3,0
6376,2,1,1,4,2,2,1,2,1
6377,2,2,4,2,3,1,1,1,0
6378,3,3,1,3,1,1,1,1,0
6379,3,3,4,1,2,2,2,1,0
6380,2,3,2,1,2,1,1,2,1
6381,3,2,2,3,3,2,2,1,0
6382,3,2,4,1,3,2,2,1,0
6383,1,4,1,4,2,1,2,2,1
6384,2,2,2,2,1,1,1,2,0
6385,2,2,3,4,3,2,2,3,0
6386,2,2,4,3,2,2,1,1,0
6387,3,1,2,1,2,2,3,3,1
6388,2,2,3,1,2,1,2,1,0
6389,2,2,1,2,3,2,2,1,0
6390,1,1,1,2,3,1,3,1,0
6391,3,3,3,3,1,2,3,3,1
6392,3,2,4,2,2,2,3,1,0
6393,1,3,3,3,2,1,2,3,1
6394,1,2,1,3,1,1,3,3,1
6395,3,2,2,4,3,2,1,2,0
6396,3,2,4,4,3,2,1,2,0
6397,2,1,3,4,3,1,1,2,1
6398,3,3,2,3,2,2,1,3,0
6399,2,1,2,3,1,1,1,1,0
6400,3,2,1,3,3,1,1,3,0
6401,1,2,3,3,3,2,1,3,0
6402,3,2,3,1,1,1,3,2,0
6403,1,4,1,4,3,2,2,3,1
6404,1,3,1,4,1,2,3,2,1
6405,2,1,3,3,2,1,3,1,0
6406,2,2,4,2,1,1,2,3,1
6407,3,2,2,1,3,1,2,2,0
6408,3,1,2,3,3,1,1,2,0
6409,3,2,1,2,1,1,1,3,0
6410,1,2,1,4,1,2,2,1,0
6411,1,3,1,4,2,2,3,2,1
6412,1,2,1,3,2,2,2,3,1
6413,1,2,3,4,1,1,3,3,1
6414,1,2,3,4,2,2,3,1,0
6415,3,1,1,4,1,1,1,3,1
6416,2,2,4,1,3,1,1,3,0
6417,3,2,2,4,2,1,2,3,0
6418,1,2,4,2,2,1,3,2,0
6419,2,1,3,1,3,1,1,3,1
6420,1,3,2,4,2,1,2,1,0
6421,1,4,1,3,1,1,1,3,1
6422,2,4,3,3,3,1,1,3,0
6423,2,4,3,1,1,2,2,3,1
6424,3,3,4,1,3,1,1,1,0
6425,1,1,4,4,2,1,3,1,0
6426,1,4,4,1,1,2,2,3,1
6427,2,2,2,3,3,2,3,2,0
6428,3,2,3,2,3,2,2,1,0
6429,3,1,2,2,3,1,1,2,0
6430,3,4,2,2,2,2,2,1,0
6431,1,2,3,2,3,1,1,1,0
6432,1,2,1,2,2,2,2,3,0
6433,2,3,2,2,1,2,1,2,1
6434,3,2,3,4,2,1,1,2,0
6435,2,1,1,3,2,2,2,2,1
6436,2,3,1,1,3,2,2,3,1
6437,1,2,1,1,1,1,2,3,1
6438,2,1,4,1,3,1,2,2,1
6439,2,2,4,1,1,1,2,3,1
6440,1,1,3,2,2,2,3,2,1
6441,3,2,1,2,2,1,3,3,0
6442,1,2,3,4,3,1,3,3,0
6443,2,1,1,1,1,2,1,2,1
6444,3,1,4,3,1,1,2,1,0
6445,1,1,2,4,3,1,1,1,0
6446,3,2,2,4,1,2,2,1,0
6447,1,1,3,2,1,1,1,1,0
6448,1,2,1,1,3,2,1,1,0
6449,2,1,2,4,3,2,3,1,0
6450,1,3,1,4,3,2,1,3,1
6451,3,2,1,2,2,2,2,2,0
6452,1,2,4,2,1,2,2,3,0
6453,1,4,4,4,2,1,2,2,1
6454,3,3,1,1,3,2,2,2,1
6455,1,4,1,2,1,1,3,2,1
6456,3,2,3,2,2,1,2,2,0
6457,2,3,2,1,3,2,3,3,1
6458,1,2,3,3,3,2,3,3,0
6459,3,4,2,3,3,2,2,1,0
6460,2,2,1,3,1,1,2,3,1
6461,1,4,1,3,2,1,1,1,0
6462,3,2,2,4,1,1,2,1,0
6463,3,1,2,3,3,2,3,3,1
6464,3,2,3,2,1,2,2,2,0
6465,1,1,3,2,3,1,3,3,1
6466,2,3,4,2,2,1,3,2,1
6467,1,2,4,1,1,1,2,1,0
6468,2,4,1,4,3,2,3,1,0
6469,2,3,3,1,1,2,3,1,0
6470,3,2,1,3,1,1,1,3,0
6471,3,1,2,2,2,1,3,3,1
6472,3,2,2,1,1,2,3,1,0
6473,1,3,1,4,2,2,1,2,1
6474,1,1,4,3,2,2,2,2,1
6475,1,3,2,3,2,2,1,3,1
6476,1,1,3,1,2,2,2,1,0
6477,2,2,4,1,2,2,3,1,0
6478,3,3,2,2,2,1,1,3,0
6479,2,2,4,1,2,2,1,1,0
6480,2,2,1,3,2,2,3,2,0
6481,3,4,2,1,1,1,1,2,0
6482,2,2,3,1,2,2,1,2,0
6483,1,2,3,1,1,2,1,3,1
6484,1,1,2,2,3,2,3,2,1
6485,3,2,2,1,1,2,1,3,0
6486,1,2,2,1,1,2,3,1,0
6487,2,3,4,3,3,2,1,1,0
6488,2,2,1,1,3,1,3,3,1
6489,2,2,1,2,2,1,1,2,0
6490,2,2,1,3,3,2,3,1,0
6491,2,1,3,2,2,2,1,3,1
6492,2,3,4,3,1,1,1,2,1
6493,2,4,3,2,2,2,3,3,1
6494,2,3,4,2,2,2,3,1,0
6495,2,2,2,2,3,1,1,3,0
6496,1,1,2,2,3,2,1,3,1
6497,1,3,4,4,3,2,1,1,0
6498,2,1,2,1,3,2,3,3,1
6499,1,1,2,3,1,2,3,3,1
6500,2,2,4,3,3,1,1,2,0
6501,3,2,3,3,2,1,3,3,0
6502,2,2,2,3,1,1,1,3,0
6503,2,1,4,4,1,1,2,3,1
6504,1,3,4,2,1,1,3,2,1
6505,1,2,4,1,2,2,3,2,0
6506,1,2,1,4,2,1,1,2,0
6507,1,4,3,4,3,2,1,3,1
6508,1,3,4,2,1,2,2,2,1
6509,3,1,3,1,3,1,3,1,0
6510,2,3,4,4,2,1,2,2,1
6511,3,2,1,4,3,2,1,3,0
6512,3,4,3,1,2,1,3,1,0
6513,3,2,1,1,2,2,1,3,0
6514,1,3,4,1,2,1,1,1,0
6515,2,3,3,1,1,1,3,1,0
6516,1,2,3,3,3,1,1,1,0
6517,3,4,3,1,3,1,1,3,0
6518,3,3,4,2,2,2,1,1,0
6519,2,4,3,1,3,1,1,3,1
6520,1,4,4,2,2,2,2,2,1
6521,2,1,4,1,2,2,1,2,1
6522,1,3,2,1,1,1,2,3,1
6523,1,2,1,4,2,1,2,3,1
6524,1,1,3,2,1,2,1,1,0
6525,1,1,3,1,1,2,3,2,1
6526,2,2,3,4,1,2,1,1,0
6527,1,1,2,4,3,1,3,2,1
6528,3,2,1,3,1,1,3,2,0
6529,1,1,3,1,2,2,2,3,1
6530,2,3,1,1,2,2,2,2,1
6531,1,1,1,3,3,1,3,1,0
6532,1,1,4,4,1,1,1,1,0
6533,1,2,2,3,3,2,1,1,0
6534,1,1,2,1,1,2,3,1,0
6535,2,1,3,4,1,2,2,1,0
6536,2,2,1,4,1,2,1,2,0
6537,2,4,2,1,1,1,2,2,1
6538,1,4,1,2,3,2,2,1,0
6539,1,2,3,3,3,1,2,2,0
6540,3,3,4,3,3,2,3,1,0
6541,3,2,2,2,2,1,3,1,0
6542,1,2,2,3,1,2,2,1,0
6543,2,1,4,2,2,2,2,2,1
6544,1,2,2,3,2,2,2,1,0
6545,3,1,2,1,1,2,2,2,1
6546,1,3,4,1,2,2,3,2,1
6547,1,2,1,4,3,2,2,2,0
6548,3,2,4,3,3,2,3,3,0
6549,1,1,4,4,1,2,1,2,1
6550,1,2,4,4,2,2,1,2,0
6551,1,4,3,1,1,2,3,3,1
6552,1,4,2,4,2,2,1,2,1
6553,2,2,1,1,2,2,3,1,0
6554,1,3,1,3,1,1,2,1,0
6555,3,2,3,4,1,2,3,1,0
6556,2,2,3,2,1,1,2,1,0
6557,1,2,1,3,2,2,1,1,0
6558,2,3,1,1,2,2,2,1,0
6559,2,4,1,3,1,1,1,1,0
6560,3,2,1,1,1,1,2,3,1
6561,3,3,4,4,1,2,3,1,0
6562,2,4,4,4,3,2,2,1,0
6563,2,4,2,4,2,1,3,2,0
6564,2,2,1,1,3,2,1,3,0
6565,3,1,3,4,2,1,2,2,0
6566,1,3,2,3,3,1,3,2,1
6567,1,4,4,2,3,2,2,3,1
6568,2,2,1,1,2,1,1,3,0
6569,1,3,2,4,1,2,2,2,1
6570,2,2,2,4,3,1,3,2,0
6571,3,2,2,1,3,2,2,1,0
6572,2,2,2,4,3,2,1,1,0
6573,2,2,4,1,2,1,2,1,0
6574,1,1,2,3,3,2,2,2,1
6575,1,1,3,4,3,2,1,1,0
6576,3,1,4,2,1,2,3,3,1
6577,3,4,3,3,3,2,2,2,0
6578,1,4,2,3,2,2,3,2,1
6579,3,2,2,2,2,1,1,2,0
6580,3,2,3,3,1,1,3,2,0
6581,1,4,1,1,3,1,2,3,1
6582,2,2,3,1,1,2,1,3,0
6583,1,2,4,1,2,1,1,1,0
6584,3,3,4,3,3,1,2,2,0
6585,3,1,4,2,2,2,3,2,0
6586,2,4,4,2,1,1,3,3,1
6587,2,4,1,4,1,2,2,3,1
6588,3,4,3,1,3,1,3,2,0
6589,3,2,1,3,3,1,3,2,0
6590,3,3,2,2,2,1,3,1,0
6591,1,2,3,1,1,2,3,3,1
6592,3,2,1,3,1,1,2,2,0
6593,2,1,4,4,3,1,1,1,0
6594,1,1,2,4,3,2,2,3,1
6595,3,2,1,1,2,1,2,3,1
6596,3,2,2,3,3,1,3,3,0
6597,3,2,3,3,1,1,3,1,0
6598,1,2,4,3,3,1,3,2,0
6599,2,4,1,2,3,2,1,2,1
6600,1,1,4,1,3,2,3,3,1
6601,3,4,2,3,1,1,2,2,0
6602,3,3,2,2,1,2,1,2,0
6603,2,3,3,3,3,1,1,2,1
6604,2,1,1,2,3,2,2,3,1
6605,1,3,3,4,3,2,3,2,1
6606,2,2,1,1,1,2,3,2,0
6607,3,3,4,1,2,1,2,1,0
6608,2,4,1,2,1,2,3,1,0
6609,2,3,2,4,1,2,2,3,1
6610,1,2,2,4,3,2,2,3,1
6611,2,3,3,3,1,1,1,3,1
6612,3,1,4,4,1,2,1,3,0
6613,3,4,4,4,1,2,2,3,0
6614,1,4,1,3,3,1,2,1,0
6615,2,2,1,1,2,1,2,3,1
6616,2,2,2,2,1,2,3,2,0
6617,3,3,4,1,1,1,3,2,1
6618,3,1,4,1,2,2,3,2,0
6619,3,1,1,4,2,2,3,3,1
6620,2,2,3,3,2,1,3,1,0
6621,1,1,4,1,3,2,2,2,1
6622,1,2,2,4,2,1,1,2,0
6623,1,1,2,2,1,2,2,2,1
6624,1,3,2,2,1,2,2,2,1
6625,3,2,4,3,2,1,2,2,0
6626,2,2,2,2,1,2,2,2,0
6627,2,3,1,4,2,2,2,2,1
6628,3,4,2,4,3,1,3,2,0
6629,1,2,3,1,2,2,2,3,1
6630,1,1,1,4,2,2,3,2,1
6631,1,3,1,4,2,1,2,2,1
6632,1,2,1,2,2,2,3,3,0
6633,3,2,4,3,2,2,2,2,0
6634,1,3,2,4,1,2,2,3,1
6635,3,3,1,3,3,1,3,1,0
6636,2,2,4,2,1,1,2,1,0
6637,2,2,1,3,2,2,2,3,0
6638,2,1,2,2,1,1,2,2,1
6639,1,2,2,3,3,1,3,3,0
6640,3,4,2,3,3,1,3,3,0
6641,3,1,2,2,3,1,3,3,1
6642,1,4,3,3,1,2,1,3,1
6643,2,4,2,4,3,2,3,1,0
6644,1,3,2,3,1,1,3,1,0
6645,1,4,3,3,1,1,2,2,1
6646,2,2,4,2,3,2,1,1,0
6647,1,4,2,2,1,1,3,2,1
6648,2,2,3,1,1,1,3,3,1
6649,1,2,1,1,3,1,1,2,1
6650,2,2,1,2,3,1,2,2,0
6651,1,2,4,1,1,2,2,1,0
6652,2,4,1,2,1,1,3,1,0
6653,1,2,1,2,2,1,2,1,0
6654,2,2,1,3,3,2,2,3,0
6655,2,2,1,3,2,1,1,1,0
6656,3,3,2,4,2,1,2,1,0
6657,3,2,4,4,1,2,2,2,0
6658,3,1,3,3,3,2,2,3,1
6659,3,2,2,3,3,2,3,3,0
6660,1,3,2,1,1,1,3,1,0
6661,2,2,2,4,2,2,3,1,0
6662,3,1,1,4,2,1,1,1,0
6663,1,2,3,2,2,2,3,2,0
6664,1,4,1,1,3,2,3,1,0
6665,3,1,3,2,3,2,2,3,1
6666,2,3,2,1,3,2,3,1,0
6667,1,2,3,1,3,1,2,2,0
6668,1,2,1,4,2,2,3,2,0
6669,1,1,2,4,2,2,2,1,0
6670,1,2,3,2,3,1,3,2,0
6671,1,2,3,3,1,1,1,3,0
